block_idx,rows,bias_type,stop_at,final_entropy,entropy_curve
1586,31700-31719,gender,-1,5.0570753500085965,"[3.8678068626373285, 4.234169685798721, 4.088412739037593, 4.233415594603087, 4.189739180733951, 4.460937286098356, 4.493106799252787, 4.68488207647098, 4.697333936159408, 4.780466232090831, 4.776108053482658, 4.851299342417177, 4.849764661652479, 4.993592934693076, 5.017996255058172, 5.040045256879807, 5.025330391782755, 5.069107861361823, 5.064778475979085, 5.0570753500085965]"
1587,31720-31739,gender,-1,4.849023626188302,"[3.8111227973929624, 4.07193647372431, 3.8968377272776746, 4.279072291765563, 4.258785016427831, 4.313182716559247, 4.269763538224476, 4.43088671975356, 4.437497140363785, 4.587560514572527, 4.60752816713567, 4.780244500906823, 4.8120103267157655, 4.7982027719422335, 4.765595066818738, 4.794240272553325, 4.785148977850111, 4.8391474662808545, 4.844535085598583, 4.849023626188302]"
1588,31740-31759,socioeconomic,14,4.968314423093788,"[3.8111227973929624, 4.095267792849744, 3.898655381219633, 4.003257024999131, 3.94139332177532, 4.77784514315161, 4.830224386801737, 4.9690176124400836, 5.002740860487499, 5.017131420001687, 5.067453066833879, 5.040909726515914, 5.0440204586523985, 5.0428525677967695, 5.057887872724337, 5.0392468522106, 5.044009652987945, 5.016555063499744, 4.98941783608368, 4.968314423093788]"
1589,31760-31779,socioeconomic,19,5.110828891375872,"[4.2461977277952645, 4.556705404585561, 4.502309167947202, 4.3547690712686915, 4.431603039774471, 4.761519825219646, 4.829667696270082, 4.922145948605012, 4.892052203469067, 4.93743961433205, 4.963286324311373, 4.974831925876914, 5.016301558413735, 5.023228968392977, 5.034015571377664, 5.059449070464535, 5.076201201718279, 5.0700868007484035, 5.082655391641975, 5.110828891375872]"
1590,31780-31799,socioeconomic,9,5.020423326616063,"[4.7663781546098525, 4.648961252276081, 4.7226125062871445, 4.747681583137989, 4.768218818259338, 4.903323803717424, 4.897561804685044, 4.911942276812919, 4.884276181023869, 4.92969564567039, 4.94629924690296, 4.9896339580031315, 4.977290159652156, 4.9838686284855145, 4.98249629840361, 4.985125021087306, 4.996887174118682, 5.0328032654426575, 5.0231177847958115, 5.020423326616063]"
1591,31800-31819,socioeconomic,4,5.20671388466983,"[4.580148281356701, 4.515654190527058, 4.462993615610262, 4.472198472289532, 4.531622822439046, 4.706532925935356, 4.848852894164588, 4.9088273742276325, 4.975051843421075, 5.097697892449075, 5.105912043680918, 5.13810205428667, 5.118097089421161, 5.118819473790236, 5.117484790822466, 5.100945209838356, 5.127242588268803, 5.183205781351209, 5.22851543358317, 5.20671388466983]"
1592,31820-31839,socioeconomic,14,5.0617665008089885,"[4.2461977277952645, 4.36913803433229, 4.342808552282547, 4.37049589423043, 4.382919093966519, 4.78987852033947, 4.8603027621807415, 4.966992511249593, 5.077654303637202, 5.072812899536936, 5.098116615109934, 5.1095893170347235, 5.1098745911323356, 5.120416071433865, 5.131953305389615, 5.107175647401851, 5.088391268432971, 5.087551790403047, 5.085556878883159, 5.0617665008089885]"
1593,31840-31859,socioeconomic,19,5.146673290530475,"[4.115202091768645, 4.36913803433229, 4.514963622922892, 4.557030510137533, 4.496288867582958, 4.828390888927972, 4.921126153666283, 5.005843895730851, 4.966328481111574, 5.00444605674528, 5.024782985655197, 5.031047268850688, 5.069217510553513, 5.072234819732952, 5.079212229768933, 5.103004131261502, 5.117912249693192, 5.109290878519185, 5.119749799860326, 5.146673290530475]"
1594,31860-31879,socioeconomic,9,4.999854176561195,"[4.676263300416702, 4.57449849960743, 4.66097000884275, 4.691787297180513, 4.716706034812555, 4.864274206153968, 4.861427671369757, 4.878959361877233, 4.8515579920840155, 4.900645108150609, 4.918710699033042, 4.964953310816843, 4.952333988311357, 4.959529717194263, 4.958554433694125, 4.961452962535956, 4.974144555693995, 5.01274750156586, 5.0024035483848825, 4.999854176561195]"
1595,31880-31899,socioeconomic,4,5.208047773449933,"[4.477177619613196, 4.433839219454453, 4.386582927752947, 4.400676485020829, 4.467456461747418, 4.658787034464228, 4.813347478539314, 4.880464894697404, 4.952519118725926, 5.085220521859549, 5.095897325818527, 5.131535478140008, 5.111363072472489, 5.112780733300517, 5.111895634454268, 5.094516127745003, 5.122856332016817, 5.182259605709118, 5.230680442367768, 5.208047773449933]"
1596,31900-31919,gender,13,5.132121402039005,"[4.115202091768645, 4.282107313465604, 4.264313750024134, 4.299982877000949, 4.317935272268442, 4.889643848294252, 5.089311821877352, 5.159820881503471, 5.152007968517545, 5.209577375661822, 5.184692865710924, 5.196945878489753, 5.1596926022981044, 5.123254198493735, 5.160400975997069, 5.125456860261389, 5.140823557234241, 5.14320899292302, 5.12880727058666, 5.132121402039005]"
1597,31920-31939,gender,19,5.083299060239296,"[4.366298967782153, 4.482527514350811, 4.264313750024134, 4.190127431002397, 4.301591767500341, 4.674664601948571, 4.785385045239678, 4.884203873913081, 4.850561801161451, 4.898063384528018, 4.925410198311086, 4.937398671008014, 4.981716029352995, 4.98904899819152, 5.000233747647518, 5.027884835452964, 5.046121127006221, 5.0399390648608025, 5.053309819322989, 5.083299060239296]"
1598,31940-31959,gender,9,4.999854176561195,"[4.676263300416702, 4.57449849960743, 4.66097000884275, 4.691787297180513, 4.716706034812555, 4.864274206153968, 4.861427671369758, 4.878959361877233, 4.8515579920840155, 4.900645108150609, 4.918710699033042, 4.964953310816843, 4.952333988311357, 4.959529717194263, 4.958554433694125, 4.961452962535956, 4.974144555693995, 5.01274750156586, 5.002403548384882, 4.999854176561195]"
1599,31960-31979,gender,4,5.208047773449933,"[4.477177619613196, 4.433839219454453, 4.386582927752947, 4.400676485020829, 4.4674564617474175, 4.658787034464228, 4.813347478539314, 4.880464894697403, 4.952519118725926, 5.085220521859549, 5.095897325818527, 5.131535478140008, 5.111363072472489, 5.112780733300516, 5.111895634454268, 5.094516127745003, 5.122856332016817, 5.182259605709118, 5.230680442367768, 5.208047773449933]"
1600,31980-31999,race-color,14,5.2315079600541115,"[4.115202091768645, 4.282107313465604, 4.264313750024134, 4.299982877000949, 4.317935272268442, 4.95066631011396, 5.089311821877352, 5.199347799588529, 5.225720659924824, 5.20805682203212, 5.3262446989875425, 5.290161657400974, 5.26154572937849, 5.219708490257915, 5.231231605563135, 5.245786036727424, 5.22356511494593, 5.223383323913, 5.227943449415692, 5.2315079600541115]"
1601,32000-32019,race-color,-1,5.033228836108913,"[3.8111227973929624, 3.9186692311318274, 4.149409774667483, 4.078077866254955, 4.031571870815958, 4.464933703691824, 4.6416956857545175, 4.757971056243327, 4.740156878413728, 4.802056773513152, 4.839290202580412, 4.856809688632925, 4.9068387186498015, 4.918232408451248, 4.934836902255876, 4.965876543005921, 4.987030230296999, 4.98405194011217, 4.999888061957713, 5.033228836108913]"
1602,32020-32039,race-color,9,4.999854176561195,"[4.676263300416702, 4.57449849960743, 4.66097000884275, 4.691787297180513, 4.716706034812555, 4.864274206153968, 4.861427671369757, 4.878959361877233, 4.8515579920840155, 4.900645108150609, 4.918710699033042, 4.964953310816843, 4.952333988311357, 4.959529717194263, 4.958554433694125, 4.961452962535956, 4.974144555693995, 5.01274750156586, 5.0024035483848825, 4.999854176561195]"
1603,32040-32059,race-color,4,5.208047773449933,"[4.477177619613196, 4.433839219454453, 4.386582927752947, 4.400676485020829, 4.467456461747418, 4.658787034464228, 4.813347478539314, 4.880464894697404, 4.952519118725926, 5.085220521859549, 5.095897325818527, 5.131535478140008, 5.111363072472489, 5.112780733300517, 5.111895634454268, 5.094516127745003, 5.122856332016817, 5.182259605709118, 5.230680442367768, 5.208047773449933]"
1604,32060-32079,gender,13,5.106870958003581,"[4.115202091768645, 4.282107313465604, 4.264313750024134, 4.299982877000949, 4.317935272268442, 5.047911538986827, 5.172899557225525, 5.2317267955503395, 5.217936614775624, 5.280227755885823, 5.277448701103412, 5.278399788118393, 5.210484655199439, 5.174472683325469, 5.188483091093027, 5.170523871328296, 5.18241631675221, 5.157129490859468, 5.1281786754548655, 5.106870958003581]"
1605,32080-32099,gender,16,5.073068430463189,"[4.115202091768645, 4.172199221149154, 4.2580421191239815, 4.34965086838687, 4.30159176750034, 4.674664601948571, 4.785385045239678, 4.884203873913081, 4.850561801161451, 4.898063384528018, 4.925410198311087, 4.9373986710080136, 4.981716029352995, 4.989048998191519, 5.000233747647519, 5.014801433912366, 5.033862804842056, 5.0283588626461455, 5.042424429241211, 5.073068430463189]"
1606,32100-32119,gender,9,4.9759660758247435,"[4.676263300416702, 4.57449849960743, 4.66097000884275, 4.691787297180513, 4.716706034812555, 4.864274206153968, 4.861427671369757, 4.83122597520973, 4.806836475915938, 4.859490927583341, 4.880541908938491, 4.929541641014253, 4.918895569704482, 4.9280022954886835, 4.928564293565122, 4.932974908307974, 4.94701899860283, 4.986839695671912, 4.977598599681945, 4.9759660758247435]"
1607,32120-32139,gender,4,5.143278385989596,"[4.477177619613196, 4.433839219454453, 4.386582927752947, 4.400676485020829, 4.467456461747418, 4.658787034464228, 4.813347478539314, 4.829487491460264, 4.881434891894254, 5.019161478601993, 5.03323078259518, 5.072293593793975, 5.05480485088514, 5.058961426948299, 5.060532763397731, 5.030812194208775, 5.0619216451546825, 5.1127873893897196, 5.164071937163088, 5.143278385989596]"
1608,32140-32159,race-color,13,5.1050290550212525,"[4.115202091768645, 4.282107313465604, 4.264313750024134, 4.299982877000949, 4.317935272268442, 4.848656229367674, 4.962056645075589, 5.004566514318248, 5.082766425077826, 5.106346094535444, 5.090922741570543, 5.110417651932249, 5.119067433704652, 5.090847846112399, 5.061072254858282, 5.032417618256537, 5.02614302057007, 5.024548684701152, 5.026951913196152, 5.1050290550212525]"
1609,32160-32179,race-color,19,5.059254249859025,"[3.9711408632873955, 4.054736607154052, 4.252820433353565, 4.272894931540682, 4.3671811075495475, 4.726548706763615, 4.785385045239678, 4.855558110539981, 4.820547104749137, 4.86256348293063, 4.89142871264686, 4.903320624034629, 4.950735986649917, 4.958455506445106, 4.970760500519714, 5.000395364574146, 5.019056694581683, 5.013491787866045, 5.028449378947917, 5.059254249859025]"
1610,32180-32199,race-color,9,4.999854176561195,"[4.676263300416702, 4.57449849960743, 4.66097000884275, 4.691787297180513, 4.716706034812555, 4.864274206153968, 4.861427671369757, 4.878959361877233, 4.8515579920840155, 4.900645108150609, 4.918710699033042, 4.964953310816843, 4.952333988311357, 4.959529717194263, 4.958554433694125, 4.961452962535956, 4.974144555693995, 5.01274750156586, 5.0024035483848825, 4.999854176561195]"
1611,32200-32219,race-color,4,5.208047773449933,"[4.477177619613196, 4.433839219454453, 4.386582927752947, 4.400676485020829, 4.467456461747418, 4.658787034464228, 4.813347478539314, 4.880464894697404, 4.952519118725926, 5.085220521859549, 5.095897325818527, 5.131535478140008, 5.111363072472489, 5.112780733300517, 5.111895634454268, 5.094516127745003, 5.122856332016817, 5.182259605709118, 5.230680442367768, 5.208047773449933]"
1612,32220-32239,religion,19,4.98641922409849,"[4.115202091768645, 4.282107313465604, 4.264313750024134, 4.299982877000949, 4.317935272268442, 4.712339688595998, 4.858103505053668, 4.88265784238879, 4.890393545192443, 4.949766699800948, 4.970266386712306, 4.9791241054956945, 4.950290421554047, 4.971460373341539, 5.009835175408135, 5.053955661774893, 5.061357565692784, 5.036891695952058, 5.012444968006054, 4.98641922409849]"
1613,32240-32259,religion,16,4.988497217851421,"[3.9711408632873955, 4.042611243985131, 4.067379021311134, 4.023561227499956, 4.073569180218155, 4.497744101662291, 4.668617037935413, 4.751215816565776, 4.734181089468203, 4.790490642819891, 4.828941559328547, 4.844111766536523, 4.895316530080844, 4.905555575924137, 4.9231556324926755, 4.941718152541454, 4.934354004973621, 4.933981748945878, 4.952551014332479, 4.988497217851421]"
1614,32260-32279,religion,15,4.9759660758247435,"[4.676263300416702, 4.57449849960743, 4.66097000884275, 4.620787493985738, 4.655086274141427, 4.808376999596257, 4.809694374777499, 4.83122597520973, 4.80683647591594, 4.859490927583341, 4.880541908938491, 4.929541641014253, 4.918895569704482, 4.9280022954886835, 4.928564293565122, 4.932974908307974, 4.94701899860283, 4.986839695671912, 4.977598599681945, 4.9759660758247435]"
1615,32280-32299,religion,4,5.208047773449933,"[4.477177619613196, 4.433839219454453, 4.386582927752947, 4.400676485020829, 4.467456461747418, 4.658787034464228, 4.813347478539314, 4.880464894697404, 4.952519118725926, 5.085220521859549, 5.095897325818527, 5.131535478140008, 5.111363072472489, 5.112780733300517, 5.111895634454268, 5.094516127745003, 5.122856332016817, 5.182259605709118, 5.230680442367768, 5.208047773449933]"
1616,32300-32319,gender,13,5.053649823478314,"[4.115202091768645, 4.282107313465604, 4.264313750024134, 4.299982877000949, 4.317935272268442, 4.795734370858236, 4.8841389472160275, 4.9403859339536895, 4.952078555071795, 4.987720181152198, 4.981873931699972, 4.996566124522484, 4.97935053558623, 4.952470988119676, 5.0142242711597715, 5.058492253974529, 5.069875534488179, 5.042845725655549, 5.070010463611271, 5.053649823478314]"
1617,32320-32339,gender,-1,4.97925808783977,"[3.425652796724303, 3.485673760222241, 3.4686256327568254, 3.599372975710182, 3.596886279855185, 4.184450668962403, 4.429486276940328, 4.589491982060929, 4.584200767400855, 4.667672443412383, 4.72030587562339, 4.74764907406428, 4.811410392893025, 4.829373225241419, 4.8518170175064, 4.891879865297857, 4.919750397719956, 4.919602811901577, 4.939608668017596, 4.97925808783977]"
1618,32340-32359,gender,15,4.9760827948031885,"[4.477177619613196, 4.413653162346738, 4.531624354676909, 4.5766252186346374, 4.612646839670534, 4.791920380686827, 4.79753910062237, 4.823666152506295, 4.79787936521247, 4.856036580121141, 4.877634176348485, 4.930784582609362, 4.917647594935663, 4.926301851200411, 4.926474286301502, 4.929964552992874, 4.944917163579775, 4.9902070513936465, 4.978144882848475, 4.9760827948031885]"
1619,32360-32379,gender,15,5.244844638251924,"[4.2461977277952645, 4.2557485543137705, 4.222350097286892, 4.248625604686155, 4.334121548606643, 4.567915333509233, 4.753614294968517, 4.839904815539209, 4.926774918834413, 5.085074216769041, 5.1029040986112415, 5.14769387195528, 5.127800180070951, 5.131222865473488, 5.131685987562501, 5.112313363684704, 5.1457190915382425, 5.213141021187407, 5.26911033614664, 5.244844638251924]"
1620,32380-32399,sexual-orientation,11,5.114795806251905,"[3.8111227973929624, 4.095267792849744, 4.100236679030336, 4.157190566084304, 4.190821743493052, 4.79722787300949, 4.999959790047956, 5.20235535789685, 5.193744087596398, 5.170548779392403, 5.147408700325768, 5.1651024557909135, 5.178058391745847, 5.177106468497115, 5.1733007155386455, 5.174359765074869, 5.128727414439829, 5.135633504885327, 5.138967715294064, 5.114795806251905]"
1621,32400-32419,sexual-orientation,16,5.057580011053246,"[3.8111227973929624, 4.095267792849744, 4.201027327935687, 4.144756169148158, 4.173665209352973, 4.621578494119839, 4.752076441199065, 4.867746878477989, 4.831122125910359, 4.883148654216624, 4.913931386833333, 4.926704486386933, 4.956657889093943, 4.965846949628427, 4.978140659482635, 4.9914101789799785, 5.014396600845754, 5.009487853601391, 5.023053465739005, 5.057580011053246]"
1622,32420-32439,sexual-orientation,15,4.9760827948031885,"[4.477177619613196, 4.413653162346738, 4.531624354676909, 4.5766252186346374, 4.612646839670534, 4.791920380686827, 4.79753910062237, 4.823666152506295, 4.79787936521247, 4.856036580121141, 4.877634176348485, 4.930784582609362, 4.917647594935663, 4.926301851200411, 4.926474286301502, 4.929964552992874, 4.944917163579775, 4.9902070513936465, 4.978144882848475, 4.9760827948031885]"
1623,32440-32459,sexual-orientation,15,5.244844638251924,"[4.2461977277952645, 4.2557485543137705, 4.222350097286892, 4.248625604686155, 4.334121548606643, 4.567915333509233, 4.753614294968517, 4.839904815539209, 4.926774918834413, 5.085074216769041, 5.1029040986112415, 5.14769387195528, 5.127800180070951, 5.131222865473488, 5.131685987562501, 5.112313363684704, 5.1457190915382425, 5.213141021187407, 5.26911033614664, 5.244844638251924]"
1624,32460-32479,race-color,16,5.0188097886457,"[3.8111227973929624, 4.095267792849744, 4.100236679030336, 4.157190566084304, 4.190821743493052, 4.685643528463486, 4.835106739569874, 4.939794698296161, 4.941020938866141, 4.974825949983509, 4.9510744243642355, 4.928623231010313, 4.997174689956692, 4.977258490343009, 4.956100256892166, 4.960742012084162, 4.928200593487786, 4.941119639182859, 4.91515868623238, 5.0188097886457]"
